"cui","sab","code"
C2611539,GO,GO:0075212
C2611540,GO,GO:0075213
C2611541,GO,GO:0075214
C2611542,GO,GO:0075215
C2611543,GO,GO:0075216
C2611544,GO,GO:0075217
C2611545,GO,GO:0075218
C2611546,GO,GO:0075219
C2611547,GO,GO:0075220
C2611548,GO,GO:0075221
C2611549,GO,GO:0075222
C2611550,GO,GO:0075222
C2611551,GO,GO:0075223
C2611552,GO,GO:0075224
C2611553,GO,GO:0075225
C2611554,GO,GO:0075226
C2611555,GO,GO:0075227
C2611556,GO,GO:0075228
C2611557,GO,GO:0075229
C2611558,GO,GO:0075230
C2611559,GO,GO:0075231
C2611560,GO,GO:0075232
C2611561,GO,GO:0075233
C2611562,GO,GO:0075234
C2611563,GO,GO:0075235
C2611564,GO,GO:0075236
C2611565,GO,GO:0075237
C2611566,GO,GO:0075141
C2611567,GO,GO:0075239
C2611568,GO,GO:0075240
C2611569,GO,GO:0075241
C2611570,GO,GO:0075242
C2611571,GO,GO:0075243
C2611572,GO,GO:0075244
C2611573,GO,GO:0075245
C2611574,GO,GO:0075246
C2611575,GO,GO:0075247
C2611576,GO,GO:0075248
C2611577,GO,GO:0075249
C2611578,GO,GO:0075250
C2611579,GO,GO:0075251
C2611580,GO,GO:0075252
C2611581,GO,GO:0075253
C2611582,GO,GO:0075254
C2611583,GO,GO:0075255
C2611584,GO,GO:0075256
C2611585,GO,GO:0075257
C2611586,GO,GO:0075258
C2611587,GO,GO:0075259
C2611588,GO,GO:0075260
C2611589,GO,GO:0075261
C2611590,GO,GO:0075262
C2611591,GO,GO:0075263
C2611592,GO,GO:0075264
C2611593,GO,GO:0075265
C2611594,GO,GO:0075266
C2611595,GO,GO:0075267
C2611596,GO,GO:0075268
C2611597,GO,GO:0075269
C2611598,GO,GO:0075270
C2611599,GO,GO:0075271
C2611600,GO,GO:0075272
C2611601,GO,GO:0075273
C2611602,GO,GO:0075274
C2611603,GO,GO:0075275
C2611604,GO,GO:0075276
C2611605,GO,GO:0075277
C2611606,GO,GO:0075278
C2611607,GO,GO:0075279
C2611608,GO,GO:0075280
C2611609,GO,GO:0075281
C2611610,GO,GO:0075282
C2611611,GO,GO:0075283
C2611612,GO,GO:0075284
C2611613,GO,GO:0075285
C2611614,GO,GO:0075286
C2611615,GO,GO:0075287
C2611616,GO,GO:0075288
C2611617,GO,GO:0075289
C2611618,GO,GO:0075290
C2611619,GO,GO:0075291
C2611620,GO,GO:0075292
C2611621,GO,GO:0075293
C2611622,GO,GO:0075294
C2611623,GO,GO:0075294
C2611625,GO,GO:0075294
C2611626,GO,GO:0075296
C2611627,GO,GO:0075297
C2611628,GO,GO:0075298
C2611629,GO,GO:0075299
C2611630,GO,GO:0075300
C2611631,GO,GO:0075301
C2611632,GO,GO:0075302
C2611633,GO,GO:0075303
C2611634,GO,GO:0075304
C2611635,GO,GO:0075305
C2611636,GO,GO:0075306
C2611637,GO,GO:0075307
C2611638,GO,GO:0075308
C2611639,GO,GO:0075309
C2611640,GO,GO:0075310
C2611641,GO,GO:0075311
C2611642,GO,GO:0075312
C2611643,GO,GO:0075313
C2611644,GO,GO:0075314
C2611645,GO,GO:0075315
C2611646,GO,GO:0075316
C2611647,GO,GO:0075318
C2611648,GO,GO:0075319
C2611648,GO,GO:1902060
C2611649,GO,GO:0075320
C2611649,GO,GO:1902059
C2611650,GO,GO:0075321
C2611651,GO,GO:0075322
C2611652,GO,GO:0075323
C2611653,GO,GO:0075324
C2611654,GO,GO:0075325
C2611656,GO,GO:0075325
C2611657,GO,GO:0075328
C2611658,GO,GO:0075329
C2611659,GO,GO:0075330
C2611660,GO,GO:0075331
C2611661,GO,GO:0075332
C2611662,GO,GO:0075333
C2611663,GO,GO:0075334
C2611664,GO,GO:0075335
C2611665,GO,GO:0075336
C2611666,GO,GO:0075337
C2611667,GO,GO:0075338
C2611668,GO,GO:0075339
C2611669,GO,GO:0075340
C2611670,GO,GO:0075341
C2611671,GO,GO:0075342
C2611672,GO,GO:0075343
C2611673,GO,GO:0075344
C2611674,GO,GO:0075345
C2611675,GO,GO:0075346
C2611676,GO,GO:0080001
C2611677,GO,GO:0080001
C2611678,GO,GO:0080001
C2611679,GO,GO:0080002
C2611680,GO,GO:0080002
C2611681,GO,GO:0080002
C2611682,GO,GO:0080002
C2611683,GO,GO:0080003
C2611684,GO,GO:0080004
C2611685,GO,GO:0080005
C2611686,GO,GO:0080006
C2611687,GO,GO:0080007
C2611688,GO,GO:0080008
C2611689,GO,GO:0080009
C2611690,GO,GO:0080010
C2611691,GO,GO:0080011
C2611692,GO,GO:0080012
C2611693,GO,GO:0080013
C2611694,GO,GO:0080014
C2611695,GO,GO:0080015
C2611696,GO,GO:0080016
C2611697,GO,GO:0080017
C2611698,GO,GO:0080018
C2611699,GO,GO:0080019
C2611700,GO,GO:0080020
C2611701,GO,GO:0080021
C2611702,GO,GO:0080022
C2611703,GO,GO:0080023
C2611704,GO,GO:0080024
C2611705,GO,GO:0080024
C2611706,GO,GO:0080025
C2611707,GO,GO:0080026
C2611708,GO,GO:0080026
C2611709,GO,GO:0080027
C2611710,GO,GO:0080028
C2611711,GO,GO:0080029
C2611712,GO,GO:0080030
C2611713,GO,GO:0080031
C2611714,GO,GO:0080032
C2611715,GO,GO:0080033
C2611716,GO,GO:0080034
C2611717,GO,GO:0080035
C2611720,GO,GO:0080036
C2611721,GO,GO:0080037
C2611724,GO,GO:0080040
C2611725,GO,GO:0080041
C2611726,GO,GO:0080042
C2611727,GO,GO:0080043
C2611728,GO,GO:0080044
C2611729,GO,GO:0080045
C2611730,GO,GO:0080046
C2611731,GO,GO:0003020
C2611732,GO,GO:0003021
C2611733,GO,GO:0003022
C2611734,GO,GO:0003029
C2611735,GO,GO:0003033
C2611736,GO,GO:0003034
C2611737,GO,GO:0003035
C2611738,GO,GO:0003036
C2611739,GO,GO:0003037
C2611740,GO,GO:0003038
C2611741,GO,GO:0003039
C2611743,GO,GO:0003939
C2611745,GO,GO:0003939
C2611746,GO,GO:0003939
C2611747,GO,GO:0003939
C2611748,GO,GO:0004143
C2611749,GO,GO:0004251
C2611752,GO,GO:0004522
C2611757,GO,GO:0004784
C2611758,GO,GO:0004865
C2611759,GO,GO:0004896
C2611761,GO,GO:0005114
C2611762,GO,GO:0005123
C2611763,GO,GO:0005123
C2611764,GO,GO:0005123
C2611765,GO,GO:0005123
C2611766,GO,GO:0005123
C2611767,GO,GO:0005123
C2611770,GO,GO:0000027
C2611771,GO,GO:0000028
C2611772,GO,GO:0000045
C2611773,GO,GO:0000045
C2611777,GO,GO:0005665
C2611778,GO,GO:0005678
C2611779,GO,GO:0005686
C2611780,GO,GO:0005692
C2611781,GO,GO:0005761
C2611782,GO,GO:0005762
C2611783,GO,GO:0005763
C2611786,GO,GO:0005793
C2611787,GO,GO:0000138
C2611787,GO,GO:0005802
C2611789,GO,GO:0005838
C2611791,GO,GO:0005839
C2611792,GO,GO:0005846
C2611794,GO,GO:0005942
C2611795,GO,GO:0005942
C2611796,GO,GO:0005942
C2611797,GO,GO:0005958
C2611800,GO,GO:0006388
C2611801,GO,GO:0006605
C2611801,GO,GO:0016192
C2611802,GO,GO:0006621
C2611803,GO,GO:0071948
C2611804,GO,GO:0006924
C2611804,GO,GO:0071948
C2611805,GO,GO:0006950
C2611805,GO,GO:0009628
C2611806,GO,GO:0006950
C2611806,GO,GO:0009607
C2611807,GO,GO:0006998
C2611808,GO,GO:0007019
C2611809,GO,GO:0007021
C2611810,GO,GO:0007026
C2611811,GO,GO:0007044
C2611812,GO,GO:0007165
C2611813,GO,GO:0007254
C2611814,GO,GO:0007254
C2611815,GO,GO:0007254
C2611816,GO,GO:0007254
C2611817,GO,GO:0007254
C2611818,GO,GO:0007254
C2611820,GO,GO:0008024
C2611821,GO,GO:0008043
C2611822,GO,GO:0000103
C2611825,GO,GO:0000115
C2611827,GO,GO:0000116
C2611831,GO,GO:0000165
C2611837,GO,GO:0000178
C2611838,GO,GO:0008242
C2611842,GO,GO:0009296
C2611843,GO,GO:0009383
C2611845,GO,GO:0000289
C2611846,GO,GO:0000289
C2611847,GO,GO:0009608
C2611850,GO,GO:0009649
C2611853,GO,GO:0010180
C2611854,GO,GO:0010201
C2611855,GO,GO:0010203
C2611857,GO,GO:0010228
C2611858,GO,GO:0010244
C2611860,GO,GO:0010378
C2611862,GO,GO:0010427
C2611863,GO,GO:0010495
C2611864,GO,GO:0010520
C2611866,GO,GO:0010569
C2611867,GO,GO:0010570
C2611868,GO,GO:0010571
C2611869,GO,GO:0010572
C2611870,GO,GO:0010573
C2611871,GO,GO:0010574
C2611872,GO,GO:0010575
C2611873,GO,GO:0030234
C2611874,GO,GO:0008047
C2611875,GO,GO:0010578
C2611877,GO,GO:0010581
C2611878,GO,GO:0010582
C2611879,GO,GO:0010583
C2611880,GO,GO:0010584
C2611881,GO,GO:0010585
C2611882,GO,GO:0010587
C2611883,GO,GO:0010588
C2611884,GO,GO:0010589
C2611886,GO,GO:0010591
C2611887,GO,GO:0010592
C2611888,GO,GO:0010593
C2611889,GO,GO:0010594
C2611890,GO,GO:0010595
C2611891,GO,GO:0010596
C2611892,GO,GO:0010597
C2611893,GO,GO:0010598
C2611894,GO,GO:0010599
C2611895,GO,GO:0010600
C2611896,GO,GO:0010601
C2611897,GO,GO:0010602
C2611898,GO,GO:0010603
C2611899,GO,GO:0010604
C2611900,GO,GO:0010605
C2611901,GO,GO:0010606
C2611902,GO,GO:0010607
C2611903,GO,GO:0010608
C2611904,GO,GO:0010609
C2611905,GO,GO:0010610
C2611906,GO,GO:0010611
C2611907,GO,GO:0010612
C2611908,GO,GO:0010613
C2611909,GO,GO:0010614
C2611910,GO,GO:0010615
C2611911,GO,GO:0010616
C2611912,GO,GO:0010617
C2611913,GO,GO:0010618
C2611914,GO,GO:0010619
C2611915,GO,GO:0010620
C2611916,GO,GO:0010621
C2611917,GO,GO:0010622
C2611918,GO,GO:0010623
C2611919,GO,GO:0010624
C2611920,GO,GO:0010625
C2611921,GO,GO:0010626
C2611923,GO,GO:0010628
C2611924,GO,GO:0010629
C2611925,GO,GO:0010630
C2611926,GO,GO:0010631
C2611927,GO,GO:0010632
C2611928,GO,GO:0010633
C2611929,GO,GO:0010634
C2611930,GO,GO:0010635
C2611931,GO,GO:0010636
C2611932,GO,GO:0010637
C2611933,GO,GO:0010638
C2611934,GO,GO:0010639
C2611935,GO,GO:0010640
C2611936,GO,GO:0010641
C2611937,GO,GO:0010642
C2611938,GO,GO:0010643
C2611939,GO,GO:0010644
C2611940,GO,GO:0010645
C2611941,GO,GO:0010646
C2611942,GO,GO:0010647
C2611943,GO,GO:0010648
C2611944,GO,GO:0010649
C2611945,GO,GO:0010650
C2611946,GO,GO:0010651
C2611947,GO,GO:0010652
C2611948,GO,GO:0010653
C2611949,GO,GO:0010654
C2611951,GO,GO:0010656
C2611952,GO,GO:0010657
C2611953,GO,GO:0010658
C2611954,GO,GO:0010659
C2611955,GO,GO:0010660
C2611956,GO,GO:0010661
C2611957,GO,GO:0010662
C2611958,GO,GO:0010663
C2611959,GO,GO:0010664
C2611960,GO,GO:0010665
C2611961,GO,GO:0010666
C2611962,GO,GO:0010667
C2611963,GO,GO:0010667
C2611964,GO,GO:0010668
C2611965,GO,GO:0010669
C2611966,GO,GO:0010670
C2611967,GO,GO:0010671
C2611968,GO,GO:0010672
C2611969,GO,GO:0010673
C2611970,GO,GO:0010674
C2611971,GO,GO:0010675
C2611972,GO,GO:0010676
C2611973,GO,GO:0010677
C2611974,GO,GO:0010678
C2611975,GO,GO:0010679
C2611976,GO,GO:0010680
C2611978,GO,GO:0010682
C2611979,GO,GO:0010683
C2611980,GO,GO:0010684
C2611981,GO,GO:0010685
C2611982,GO,GO:0010686
C2611984,GO,GO:0010688
C2611985,GO,GO:0010689
C2611986,GO,GO:0010690
C2611987,GO,GO:0010691
C2611988,GO,GO:0010692
C2611989,GO,GO:0010693
C2611990,GO,GO:0010694
C2611991,GO,GO:0010695
C2611992,GO,GO:0010696
C2611993,GO,GO:0010697
C2611994,GO,GO:0010698
C2611995,GO,GO:0009372
C2611996,GO,GO:0010700
C2611997,GO,GO:0010701
C2611998,GO,GO:0010702
C2611999,GO,GO:0010703
C2612000,GO,GO:0010703
C2612001,GO,GO:0010704
C2612002,GO,GO:0010705
C2612003,GO,GO:0010706
C2612004,GO,GO:0010707
C2612005,GO,GO:0010708
C2612006,GO,GO:0010709
C2612007,GO,GO:0010710
C2612008,GO,GO:0010711
C2612009,GO,GO:0010711
C2612010,GO,GO:0010712
C2612011,GO,GO:0010713
C2612012,GO,GO:0010714
C2612013,GO,GO:0010715
C2612014,GO,GO:0010716
C2612015,GO,GO:0010716
C2612016,GO,GO:0010717
C2612017,GO,GO:0010718
C2612018,GO,GO:0010719
C2612019,GO,GO:0010720
C2612020,GO,GO:0010721
C2612021,GO,GO:0010722
C2612022,GO,GO:0010723
C2612023,GO,GO:0010724
C2612024,GO,GO:0010725
C2612025,GO,GO:0010726
C2612026,GO,GO:0010727
C2612027,GO,GO:0010728
C2612028,GO,GO:0010729
C2612029,GO,GO:0010730
C2612030,GO,GO:0010731
C2612031,GO,GO:0010732
C2612032,GO,GO:0010733
C2612033,GO,GO:0010734
C2612034,GO,GO:0010735
C2612035,GO,GO:0010736
C2612036,GO,GO:0010737
C2612037,GO,GO:0010738
C2612038,GO,GO:0010739
C2612045,GO,GO:0010746
C2612046,GO,GO:0010747
C2612047,GO,GO:0010748
C2612048,GO,GO:0010749
C2612049,GO,GO:0010750
C2612050,GO,GO:0010751
C2612051,GO,GO:0010752
C2612052,GO,GO:0010753
C2612053,GO,GO:0010754
C2612054,GO,GO:0010755
C2612055,GO,GO:0010756
C2612056,GO,GO:0010757
C2612057,GO,GO:0010757
C2612058,GO,GO:0010758
C2612059,GO,GO:0010759
C2612060,GO,GO:0010760
C2612061,GO,GO:0010761
C2612062,GO,GO:0010762
C2612063,GO,GO:0010763
C2612064,GO,GO:0010764
C2612065,GO,GO:0010765
C2612066,GO,GO:0010766
C2612067,GO,GO:0010767
C2612067,GO,GO:0010768
C2612068,GO,GO:0010769
C2612069,GO,GO:0010770
C2612070,GO,GO:0010771
C2612071,GO,GO:0010772
C2612072,GO,GO:0010773
C2612073,GO,GO:0010774
C2612074,GO,GO:0010775
C2612075,GO,GO:0010776
C2612076,GO,GO:0010777
C2612077,GO,GO:0010778
C2612078,GO,GO:0010779
C2612079,GO,GO:0010780
C2612080,GO,GO:0010781
C2612081,GO,GO:0010782
C2612082,GO,GO:0010783
C2612083,GO,GO:0010784
C2612084,GO,GO:0010785
C2612085,GO,GO:0010786
C2612086,GO,GO:0010787
C2612087,GO,GO:0010788
C2612088,GO,GO:0010789
C2612089,GO,GO:0010790
C2612090,GO,GO:0010791
C2612091,GO,GO:0010792
C2612092,GO,GO:0010793
C2612093,GO,GO:0010794
C2612094,GO,GO:0010795
C2612095,GO,GO:0010796
C2612096,GO,GO:0010797
C2612097,GO,GO:0010798
C2612098,GO,GO:0010799
C2612099,GO,GO:0010800
C2612100,GO,GO:0010801
C2612102,GO,GO:0010803
C2612103,GO,GO:0010804
C2612106,GO,GO:0010807
C2612107,GO,GO:0010808
C2612108,GO,GO:0010809
C2612109,GO,GO:0010810
C2612110,GO,GO:0010811
C2612111,GO,GO:0010812
C2612112,GO,GO:0010813
C2612113,GO,GO:0010814
C2612114,GO,GO:0010815
C2612115,GO,GO:0010816
C2612116,GO,GO:0010817
C2612117,GO,GO:0010818
C2612118,GO,GO:0010819
C2612119,GO,GO:0010820
C2612120,GO,GO:0010821
C2612121,GO,GO:0010822
C2612122,GO,GO:0010823
C2612123,GO,GO:0010824
C2612124,GO,GO:0010825
C2612125,GO,GO:0010826
C2612126,GO,GO:0010827
C2612127,GO,GO:0010828
C2612128,GO,GO:0010829
C2612129,GO,GO:0010830
C2612130,GO,GO:0010831
C2612131,GO,GO:0010832
C2612132,GO,GO:0010833
C2612133,GO,GO:0010834
C2612134,GO,GO:0010835
C2612135,GO,GO:0010836
C2612136,GO,GO:0010837
C2612137,GO,GO:0010838
C2612138,GO,GO:0010839
C2612139,GO,GO:0010840
C2612140,GO,GO:0010841
C2612141,GO,GO:0010842
C2612142,GO,GO:0010843
C2612143,GO,GO:0010844
C2612144,GO,GO:0010845
C2612145,GO,GO:0010845
C2612146,GO,GO:0010846
C2612147,GO,GO:0010846
C2612148,GO,GO:0010847
C2612149,GO,GO:0010848
C2612150,GO,GO:0010849
C2612151,GO,GO:0010849
C2612153,GO,GO:0010851
C2612154,GO,GO:0010852
C2612155,GO,GO:0010853
C2612156,GO,GO:0010854
C2612157,GO,GO:0010855
C2612158,GO,GO:0010856
C2612159,GO,GO:0010857
C2612160,GO,GO:0010858
C2612161,GO,GO:0010859
C2612162,GO,GO:0010860
C2612164,GO,GO:0010862
C2612165,GO,GO:0010863
C2612166,GO,GO:0010864
C2612167,GO,GO:0010865
C2612168,GO,GO:0010866
C2612169,GO,GO:0010867
C2612170,GO,GO:0010868
C2612171,GO,GO:0010869
C2612172,GO,GO:0010870
C2612173,GO,GO:0010871
C2612174,GO,GO:0010872
C2612175,GO,GO:0010873
C2612176,GO,GO:0010874
C2612177,GO,GO:0010875
C2612178,GO,GO:0010876
C2612179,GO,GO:0010877
C2612180,GO,GO:0010878
C2612181,GO,GO:0010878
C2612182,GO,GO:0010879
C2612183,GO,GO:0010880
C2612184,GO,GO:0010881
C2612185,GO,GO:0010882
C2612186,GO,GO:0010883
C2612187,GO,GO:0010883
C2612188,GO,GO:0010884
C2612189,GO,GO:0010884
C2612190,GO,GO:0010885
C2612191,GO,GO:0010886
C2612192,GO,GO:0010886
C2612193,GO,GO:0010887
C2612194,GO,GO:0010887
C2612195,GO,GO:0010888
C2612196,GO,GO:0010889
C2612197,GO,GO:0010890
C2612198,GO,GO:0010891
C2612199,GO,GO:0010892
C2612200,GO,GO:0010893
C2612201,GO,GO:0010894
C2612202,GO,GO:0010895
C2612203,GO,GO:0010896
C2612204,GO,GO:0010897
C2612205,GO,GO:0010898
C2612206,GO,GO:0010899
C2612207,GO,GO:0010900
C2612208,GO,GO:0010901
C2612209,GO,GO:0010902
C2612210,GO,GO:0010903
C2612211,GO,GO:0010904
C2612212,GO,GO:0010905
C2612213,GO,GO:0010906
C2612214,GO,GO:0010907
C2612215,GO,GO:0010908
C2612216,GO,GO:0010909
C2612217,GO,GO:0010910
C2612218,GO,GO:0010911
C2612219,GO,GO:0010912
C2612220,GO,GO:0010913
C2612221,GO,GO:0010914
C2612222,GO,GO:0010915
C2612223,GO,GO:0010916
C2612224,GO,GO:0010917
C2612225,GO,GO:0010918
C2612226,GO,GO:0010919
C2612227,GO,GO:0010920
C2612228,GO,GO:0010921
C2612229,GO,GO:0010922
C2612230,GO,GO:0010923
C2612231,GO,GO:0010924
C2612232,GO,GO:0010925
C2612233,GO,GO:0010926
C2612234,GO,GO:0010927
C2612235,GO,GO:0010928
C2612236,GO,GO:0010929
C2612237,GO,GO:0010930
C2612238,GO,GO:0010931
C2612239,GO,GO:0010932
C2612240,GO,GO:0010933
C2612241,GO,GO:0010934
C2612242,GO,GO:0010935
C2612243,GO,GO:0010936
C2612244,GO,GO:0010937
C2612245,GO,GO:0010938
C2612246,GO,GO:0010939
C2612247,GO,GO:0010940
C2612249,GO,GO:0010943
C2612250,GO,GO:0010944
C2612251,GO,GO:0012501
C2612252,GO,GO:0014809
C2612253,GO,GO:0014810
C2612254,GO,GO:0014811
C2612255,GO,GO:0015012
C2612256,GO,GO:0015013
C2612257,GO,GO:0015014
C2612258,GO,GO:0015015
C2612260,GO,GO:0015019
C2612261,GO,GO:0015021
C2612264,GO,GO:0016002
C2612267,GO,GO:0016013
C2612269,GO,GO:0044085
C2612270,GO,GO:0000348
C2612271,GO,GO:0000348
C2612272,GO,GO:0000349
C2612272,GO,GO:0000350
C2612273,GO,GO:0000349
C2612273,GO,GO:0000350
C2612274,GO,GO:0000350
C2612275,GO,GO:0000350
C2612276,GO,GO:0000354
C2612277,GO,GO:0000354
C2612278,GO,GO:0000365
C2612279,GO,GO:0000388
C2612280,GO,GO:0000388
C2612281,GO,GO:0000390
C2612282,GO,GO:0000390
C2612283,GO,GO:0000395
C2612284,GO,GO:0000407
C2612285,GO,GO:0000407
C2612286,GO,GO:0016185
C2612287,GO,GO:0016222
C2612290,GO,GO:0016513
C2612291,GO,GO:0016513
C2612294,GO,GO:0016668
C2612295,GO,GO:0016712
C2612296,GO,GO:0016712
C2612297,GO,GO:0016712
C2612300,GO,GO:0016712
C2612301,GO,GO:0016712
C2612303,GO,GO:0016712
C2612306,GO,GO:0017005
C2612307,GO,GO:0017044
C2612308,GO,GO:0017088
C2612310,GO,GO:0017095
C2612314,GO,GO:0017163
C2612315,GO,GO:0018012
C2612316,GO,GO:0018016
C2612317,GO,GO:0018023
C2612318,GO,GO:0018026
C2612319,GO,GO:0018027
C2612320,GO,GO:0018571
C2612321,GO,GO:0018699
C2612324,GO,GO:0019144
C2612326,GO,GO:0000723
C2612331,GO,GO:0019409
C2612332,GO,GO:0019419
C2612333,GO,GO:0019479
C2612338,GO,GO:0019716
C2612339,GO,GO:0019777
C2612339,GO,GO:0061651
C2612345,GO,GO:0019955
C2612346,GO,GO:0020008
C2612347,GO,GO:0020008
C2612348,GO,GO:0020009
C2612349,GO,GO:0020022
C2612352,GO,GO:0022604
C2612353,GO,GO:0022604
C2612354,GO,GO:0022604
C2612355,GO,GO:0030033
C2612356,GO,GO:0005924
C2612356,GO,GO:0030056
C2612357,GO,GO:0030092
C2612359,GO,GO:0030200
C2612360,GO,GO:0030201
C2612361,GO,GO:0030202
C2612362,GO,GO:0030210
C2612363,GO,GO:0030211
C2612366,GO,GO:0030403
C2612367,GO,GO:0030431
C2612368,GO,GO:0030567
C2612370,GO,GO:0030687
C2612371,GO,GO:0030688
C2612372,GO,GO:0000775
C2612373,GO,GO:0000779
C2612374,GO,GO:0000780
C2612375,GO,GO:0000796
C2612376,GO,GO:0000797
C2612377,GO,GO:0000904
C2612378,GO,GO:0000905
C2612380,GO,GO:0000913
C2612381,GO,GO:0000919
C2612382,GO,GO:0000956
C2612383,GO,GO:0000957
C2612384,GO,GO:0000958
C2612385,GO,GO:0000959
C2612386,GO,GO:0000960
C2612387,GO,GO:0000961
C2612388,GO,GO:0000962
C2612389,GO,GO:0000963
C2612390,GO,GO:0000964
C2612391,GO,GO:0000965
C2612392,GO,GO:0000966
C2612393,GO,GO:0000967
C2612394,GO,GO:0030719
C2612400,GO,GO:0030894
C2612401,GO,GO:0030894
C2612402,GO,GO:0030894
C2612405,GO,GO:0030954
C2612406,GO,GO:0030968
C2612407,GO,GO:0031087
C2612408,GO,GO:0031117
C2612409,GO,GO:0031163
C2612411,GO,GO:0031247
C2612412,GO,GO:0031382
C2612413,GO,GO:0031383
C2612415,GO,GO:0031522
C2612416,GO,GO:0031522
C2612417,GO,GO:0031522
C2612418,GO,GO:0031584
C2612418,GO,GO:1904007
C2612420,GO,GO:0032053
C2612422,GO,GO:0032060
C2612424,GO,GO:0032255
C2612425,GO,GO:0032257
C2612426,GO,GO:0032288
C2612432,GO,GO:0032507
C2612433,GO,GO:0032507
C2612434,GO,GO:0032534
C2612439,GO,GO:0032941
C2612440,GO,GO:0033281
C2612441,GO,GO:0033281
C2612442,GO,GO:0033281
C2612444,GO,GO:0033786
C2612445,GO,GO:0033799
C2612446,GO,GO:0033871
C2612447,GO,GO:0033872
C2612451,GO,GO:0001634
C2612454,GO,GO:0034330
C2612455,GO,GO:0034354
C2612456,GO,GO:0034358
C2612457,GO,GO:0034359
C2612458,GO,GO:0034361
C2612459,GO,GO:0034362
C2612460,GO,GO:0034363
C2612461,GO,GO:0034364
C2612462,GO,GO:0034365
C2612463,GO,GO:0034366
C2612464,GO,GO:0034367
C2612465,GO,GO:0034368
C2612466,GO,GO:0034369
C2612467,GO,GO:0034370
C2612468,GO,GO:0034371
C2612469,GO,GO:0034371
C2612470,GO,GO:0034372
C2612471,GO,GO:0034372
C2612472,GO,GO:0034373
C2612473,GO,GO:0034373
C2612474,GO,GO:0034373
C2612475,GO,GO:0034374
C2612476,GO,GO:0034375
C2612477,GO,GO:0034376
C2612478,GO,GO:0034376
C2612479,GO,GO:0034376
C2612480,GO,GO:0034377
C2612481,GO,GO:0034378
C2612482,GO,GO:0034379
C2612483,GO,GO:0034380
C2612484,GO,GO:0034381
C2612485,GO,GO:0034382
C2612486,GO,GO:0034383
C2612487,GO,GO:0034384
C2612488,GO,GO:0034385
C2612489,GO,GO:0034387
C2612490,GO,GO:0034388
C2612491,GO,GO:0034389
C2612492,GO,GO:0034390
C2612493,GO,GO:0034391
C2612494,GO,GO:0034392
C2612495,GO,GO:0034392
C2612496,GO,GO:0034393
C2612497,GO,GO:0034393
C2612498,GO,GO:0034394
C2612499,GO,GO:0034395
C2612500,GO,GO:0034396
C2612501,GO,GO:0034396
C2612502,GO,GO:0034397
C2612503,GO,GO:0034398
C2612504,GO,GO:0034399
C2612505,GO,GO:0034400
C2612506,GO,GO:0034401
C2612507,GO,GO:0034402
C2612508,GO,GO:0034403
C2612509,GO,GO:0034404
C2612510,GO,GO:0034405
C2612511,GO,GO:0034406
C2612512,GO,GO:0034407
C2612513,GO,GO:0034408
C2612514,GO,GO:0034409
C2612515,GO,GO:0034410
C2612516,GO,GO:0034411
C2612517,GO,GO:0034412
C2612518,GO,GO:0034413
C2612519,GO,GO:0034414
C2612521,GO,GO:0034415
C2612522,GO,GO:0034417
C2612523,GO,GO:0034418
C2612524,GO,GO:0034419
C2612525,GO,GO:0034420
C2612526,GO,GO:0034421
C2612527,GO,GO:0034422
C2612528,GO,GO:0034423
C2612529,GO,GO:0034424
C2612530,GO,GO:0034425
C2612531,GO,GO:0034426
C2612532,GO,GO:0034427
C2612533,GO,GO:0034428
C2612534,GO,GO:0034429
C2612535,GO,GO:0034430
C2612536,GO,GO:0034430
C2612537,GO,GO:0034431
C2612538,GO,GO:0034432
C2612539,GO,GO:0034433
C2612540,GO,GO:0034434
C2612541,GO,GO:0034435
C2612542,GO,GO:0034436
C2612543,GO,GO:0034437
C2612544,GO,GO:0034438
C2612545,GO,GO:0034439
C2612546,GO,GO:0034440
C2612547,GO,GO:0034441
C2612548,GO,GO:0034442
C2612549,GO,GO:0034443
C2612550,GO,GO:0034443
C2612552,GO,GO:0034445
C2612553,GO,GO:0034445
C2612554,GO,GO:0034446
C2612555,GO,GO:0034447
C2612556,GO,GO:0034448
C2612558,GO,GO:0034450
C2612559,GO,GO:0034452
C2612560,GO,GO:0034453
C2612561,GO,GO:0034454
C2612562,GO,GO:0034455
C2612563,GO,GO:0034456
C2612564,GO,GO:0034457
C2612565,GO,GO:0034458
C2612567,GO,GO:0034460
C2612568,GO,GO:0034461
C2612569,GO,GO:0034462
C2612570,GO,GO:0034463
C2612571,GO,GO:0034464
C2612572,GO,GO:0034465
C2612573,GO,GO:0034466
C2612574,GO,GO:0034467
C2612575,GO,GO:0034468
C2612576,GO,GO:0034469
C2612577,GO,GO:0034470
C2612578,GO,GO:0034471
C2612579,GO,GO:0034472
C2612580,GO,GO:0034473
C2612581,GO,GO:0034474
C2612582,GO,GO:0034475
C2612583,GO,GO:0034476
C2612584,GO,GO:0034477
C2612585,GO,GO:0034478
C2612586,GO,GO:0034479
C2612587,GO,GO:0034480
C2612588,GO,GO:0034480
C2612589,GO,GO:0034480
C2612590,GO,GO:0034480
C2612591,GO,GO:0034481
C2612592,GO,GO:0034482
C2612593,GO,GO:0034483
C2612594,GO,GO:0034484
C2612595,GO,GO:0034485
C2612596,GO,GO:0034486
C2612597,GO,GO:0034487
C2612600,GO,GO:0034490
C2612602,GO,GO:0034492
