"cui","sab","code"
C0021051,HPO,HP:0002721
C0021071,HPO,HP:0020194
C0021092,HPO,HP:0030788
C0021125,HPO,HP:0100710
C0021141,HPO,HP:0031218
C0021177,HPO,HP:0046503
C0021296,HPO,HP:0001511
C0021359,HPO,HP:0000789
C0021361,HPO,HP:0008222
C0021364,HPO,HP:0003251
C0021368,GO,GO:0006954
C0021390,HPO,HP:0002037
C0021575,GO,GO:0006806
C0021575,GO,GO:0017085
C0021586,GO,GO:0007320
C0021655,HPO,HP:0000855
C0021670,HPO,HP:0012197
C0021721,GO,GO:0005911
C0021721,GO,GO:0030054
C0021770,GO,GO:0005882
C0021775,HPO,HP:0004417
C0021798,GO,GO:0051325
C0021800,GO,GO:0030325
C0021818,HPO,HP:0008441
C0021826,GO,GO:0050892
C0021828,HPO,HP:0011100
C0021833,HPO,HP:0100819
C0021838,GO,GO:0120054
C0021843,HPO,HP:0005214
C0021845,HPO,HP:0031368
C0021846,HPO,HP:0005266
C0021847,HPO,HP:0004389
C0021868,GO,GO:0031090
C0021933,HPO,HP:0002576
C0022073,HPO,HP:0001094
C0022081,HPO,HP:0001101
C0022346,HPO,HP:0000952
C0022353,HPO,HP:0006579
C0022364,HPO,HP:0030792
C0022408,HPO,HP:0001367
C0022408,HPO,HP:0003040
C0022410,HPO,HP:0001388
C0022548,HPO,HP:0010562
C0022566,GO,GO:0031424
C0022568,HPO,HP:0000491
C0022572,HPO,HP:0031525
C0022573,HPO,HP:0001096
C0022575,HPO,HP:0001097
C0022578,HPO,HP:0000563
C0022584,HPO,HP:0007435
C0022596,HPO,HP:0000972
C0022602,HPO,HP:0025127
C0022603,HPO,HP:0031287
C0022610,HPO,HP:0001343
C0022638,HPO,HP:0001946
C0022656,HPO,HP:0025418
C0022658,HPO,HP:0000112
C0022660,HPO,HP:0001919
C0022665,HPO,HP:0009726
C0022667,HPO,HP:0032632
C0022672,HPO,HP:0008682
C0022679,HPO,HP:0000107
C0022680,HPO,HP:0000113
C0022682,HPO,HP:0010889
C0022699,GO,GO:0042465
C0022701,GO,GO:0019232
C0022738,HPO,HP:0004602
C0022821,HPO,HP:0002808
C0022906,HPO,HP:0000579
C0022925,GO,GO:0007595
C0022951,HPO,HP:0004789
C0023012,HPO,HP:0000750
C0023015,HPO,HP:0002463
C0023052,HPO,HP:0012027
C0023055,HPO,HP:0100605
C0023066,HPO,HP:0025425
C0023075,HPO,HP:0001602
C0023185,GO,GO:0007612
C0023211,HPO,HP:0011713
C0023212,HPO,HP:0005162
C0023221,HPO,HP:0100559
C0023222,HPO,HP:0012514
C0023234,HPO,HP:0005743
C0023269,HPO,HP:0100243
C0023308,HPO,HP:0000517
C0023309,HPO,HP:0001083
C0023309,HPO,HP:0012019
C0023316,HPO,HP:0001132
C0023380,HPO,HP:0001254
C0023418,HPO,HP:0001909
C0023434,HPO,HP:0005550
C0023448,HPO,HP:0005526
C0023449,HPO,HP:0006721
C0023462,HPO,HP:0006733
C0023464,HPO,HP:0005531
C0023465,HPO,HP:0004845
C0023467,HPO,HP:0004808
C0023470,HPO,HP:0012324
C0023473,HPO,HP:0005506
C0023479,HPO,HP:0004820
C0023480,HPO,HP:0012325
C0023487,HPO,HP:0004836
C0023518,HPO,HP:0001974
C0023520,HPO,HP:0002415
C0023529,HPO,HP:0006970
C0023530,HPO,HP:0001882
C0023532,HPO,HP:0002745
C0023569,HPO,HP:0031592
C0023600,HPO,HP:0010791
C0023653,HPO,HP:0100725
C0023761,HPO,HP:0100604
C0023787,HPO,HP:0009125
C0023796,GO,GO:0016042
C0023798,HPO,HP:0001012
C0023798,HPO,HP:0012032
C0023801,HPO,HP:0001012
C0023827,HPO,HP:0012034
C0023882,HPO,HP:0001264
C0023885,HPO,HP:0100523
C0023890,HPO,HP:0001394
C0023892,HPO,HP:0002613
C0023895,HPO,HP:0001392
C0023903,HPO,HP:0002896
C0023907,GO,GO:0097421
C0023946,GO,GO:0040011
C0024003,HPO,HP:0003307
C0024031,HPO,HP:0003419
C0024032,HPO,HP:0001518
C0024103,HPO,HP:0032408
C0024110,HPO,HP:0025044
C0024115,HPO,HP:0002088
C0024117,HPO,HP:0006510
C0024121,HPO,HP:0100526
C0024138,HPO,HP:0007417
C0024141,HPO,HP:0002725
C0024153,GO,GO:0001553
C0024205,HPO,HP:0002840
C0024214,HPO,HP:0031842
C0024215,HPO,HP:0002593
C0024221,HPO,HP:0100764
C0024228,HPO,HP:0100763
C0024236,HPO,HP:0001004
C0024262,GO,GO:0046649
C0024282,HPO,HP:0100827
C0024299,HPO,HP:0002665
C0024305,HPO,HP:0012539
C0024312,HPO,HP:0001888
C0024314,HPO,HP:0005523
C0024369,GO,GO:0005764
C0024419,HPO,HP:0005508
C0024421,HPO,HP:0000158
C0024426,GO,GO:0042116
C0024433,HPO,HP:0000154
C0024437,HPO,HP:0000608
C0024440,HPO,HP:0011505
C0024441,HPO,HP:0011508
C0024591,HPO,HP:0002047
C0024623,HPO,HP:0012126
C0024633,HPO,HP:0032062
C0024636,HPO,HP:0000689
C0024790,HPO,HP:0004818
C0024888,GO,GO:0071626
C0024899,HPO,HP:0100495
C0024904,HPO,HP:0000265
C0024919,GO,GO:0042711
C0025037,HPO,HP:0002245
C0025062,HPO,HP:0025421
C0025149,HPO,HP:0002885
C0025160,HPO,HP:0002251
C0025202,HPO,HP:0002861
C0025210,HPO,HP:0025534
C0025213,GO,GO:0042470
C0025218,HPO,HP:0025272
C0025222,HPO,HP:0002249
C0025246,GO,GO:0061025
C0025260,GO,GO:0007613
C0025265,GO,GO:0007614
C0025274,GO,GO:0042696
C0025286,HPO,HP:0002858
C0025287,HPO,HP:0031179
C0025289,HPO,HP:0001287
C0025299,HPO,HP:0002435
C0025312,HPO,HP:0002475
C0025320,GO,GO:0042697
C0025322,HPO,HP:0008209
C0025322,HPO,HP:0100805
C0025323,HPO,HP:0000132
C0025329,GO,GO:0044850
C0025344,GO,GO:0042703
C0025362,HPO,HP:0001249
C0025467,HPO,HP:0030451
C0025516,GO,GO:0098754
C0025519,GO,GO:0008152
C0025558,GO,GO:0007552
C0025564,GO,GO:0000089
C0025568,GO,GO:0036074
C0025597,GO,GO:0060210
C0025637,HPO,HP:0012119
C0025723,GO,GO:0032259
C0025874,HPO,HP:0100608
C0025954,GO,GO:0042579
C0025979,GO,GO:0005884
C0025979,GO,GO:0015629
C0025979,GO,GO:0036379
C0025988,HPO,HP:0000171
C0025990,HPO,HP:0000347
C0025995,HPO,HP:0002983
C0026010,HPO,HP:0000568
C0026029,GO,GO:0005792
C0026034,HPO,HP:0000160
C0026046,GO,GO:0005874
C0026049,GO,GO:0005902
C0026106,HPO,HP:0001256
C0026132,GO,GO:0060156
C0026205,HPO,HP:0000616
C0026237,GO,GO:0005739
C0026244,HPO,HP:0030774
C0026255,GO,GO:0000278
C0026258,GO,GO:0072686
C0026266,HPO,HP:0001653
C0026267,HPO,HP:0001634
C0026269,HPO,HP:0001718
C0026351,HPO,HP:0002342
C0026393,HPO,HP:0032163
C0026559,GO,GO:0009653
C0026559,GO,GO:0048532
C0026608,GO,GO:0031594
C0026633,HPO,HP:0000153
C0026640,HPO,HP:0012290
C0026640,HPO,HP:0100649
C0026650,HPO,HP:0100022
C0026687,GO,GO:0120197
C0026760,HPO,HP:0002654
C0026764,HPO,HP:0006775
C0026820,GO,GO:0000146
C0026820,GO,GO:0003776
C0026820,GO,GO:0006936
C0026825,HPO,HP:0010547
C0026826,HPO,HP:0001276
C0026827,HPO,HP:0001252
C0026836,GO,GO:0090075
C0026837,HPO,HP:0002063
C0026838,HPO,HP:0001257
C0026846,GO,GO:0014889
C0026847,HPO,HP:0007269
C0026848,HPO,HP:0003198
C0026850,HPO,HP:0003560
C0026884,HPO,HP:0002300
C0026961,HPO,HP:0011499
C0026973,GO,GO:0043209
C0026975,HPO,HP:0012486
C0026987,HPO,HP:0011974
C0027022,HPO,HP:0005547
C0027045,GO,GO:0060047
C0027051,HPO,HP:0001658
C0027059,HPO,HP:0012819
C0027066,HPO,HP:0001336
C0027075,GO,GO:0030016
C0027080,HPO,HP:0002913
C0027086,HPO,HP:0031460
C0027092,HPO,HP:0000545
C0027121,HPO,HP:0009071
C0027121,HPO,HP:0100614
C0027338,HPO,HP:0012170
C0027339,HPO,HP:0001597
C0027343,HPO,HP:0012710
C0027404,HPO,HP:0030050
C0027424,HPO,HP:0001742
C0027429,HPO,HP:0001742
C0027430,HPO,HP:0100582
C0027439,HPO,HP:0100630
C0027443,HPO,HP:0000695
C0027477,GO,GO:0030147
C0027477,GO,GO:0035815
C0027497,HPO,HP:0002018
C0027498,HPO,HP:0002017
C0027540,GO,GO:0001906
C0027540,GO,GO:0008219
C0027540,GO,GO:0008220
C0027540,GO,GO:0016271
C0027540,GO,GO:0019835
C0027540,GO,GO:0060033
C0027540,GO,GO:0070265
C0027543,HPO,HP:0010885
C0027613,HPO,HP:0200084
C0027651,HPO,HP:0002664
C0027654,HPO,HP:0002898
C0027665,HPO,HP:0030060
C0027697,HPO,HP:0000123
C0027708,HPO,HP:0002667
C0027709,HPO,HP:0000121
C0027719,HPO,HP:0009741
C0027721,HPO,HP:0012579
C0027726,HPO,HP:0000100
C0027746,HPO,HP:0002180
C0027747,GO,GO:0043679
C0027747,GO,GO:0044306
C0027749,GO,GO:0043005
C0027766,HPO,HP:0004375
C0027793,GO,GO:0007268
C0027793,GO,GO:0019226
C0027794,HPO,HP:0045005
C0027806,HPO,HP:0030725
C0027809,HPO,HP:0100008
C0027813,HPO,HP:0031002
C0027819,HPO,HP:0003006
C0027834,GO,GO:0005883
C0027858,HPO,HP:0030430
C0027859,HPO,HP:0009588
C0027869,GO,GO:0031594
C0027960,HPO,HP:0003764
C0027961,HPO,HP:0009920
C0027962,HPO,HP:0000995
C0027962,HPO,HP:0003764
C0028077,HPO,HP:0000662
C0028081,HPO,HP:0030166
C0028161,GO,GO:0009399
C0028433,HPO,HP:0012720
C0028433,HPO,HP:0100637
C0028581,GO,GO:0016363
C0028584,GO,GO:0005635
C0028584,GO,GO:0031965
C0028587,GO,GO:0005643
C0028609,GO,GO:0005731
C0028734,HPO,HP:0000017
C0028738,HPO,HP:0000639
C0028754,HPO,HP:0001513
C0028768,HPO,HP:0000722
C0028817,HPO,HP:0030764
C0028841,HPO,HP:0032547
C0028866,HPO,HP:0012246
C0028877,GO,GO:0042475
C0028877,GO,GO:0042476
C0028880,HPO,HP:0100612
C0028882,HPO,HP:0011068
C0028949,HPO,HP:0000876
C0028960,HPO,HP:0000798
C0028961,HPO,HP:0100520
C0028968,HPO,HP:0002542
C0029047,GO,GO:0048477
C0029051,HPO,HP:0031259
C0029089,HPO,HP:0000602
C0029118,HPO,HP:0031690
C0029121,HPO,HP:0010865
C0029124,HPO,HP:0000648
C0029128,HPO,HP:0012426
C0029131,HPO,HP:0000587
C0029134,HPO,HP:0100653
C0029163,HPO,HP:0040184
C0029191,HPO,HP:0100796
C0029219,GO,GO:0043226
C0029376,HPO,HP:0010890
C0029396,HPO,HP:0011986
C0029408,HPO,HP:0002758
C0029410,HPO,HP:0008843
C0029417,HPO,HP:0011846
C0029421,HPO,HP:0010886
C0029423,HPO,HP:0030431
C0029429,HPO,HP:0040188
C0029433,GO,GO:0001503
C0029440,HPO,HP:0100246
C0029441,HPO,HP:0030433
C0029442,HPO,HP:0002749
C0029443,HPO,HP:0002754
C0029445,HPO,HP:0010885
C0029453,HPO,HP:0000938
C0029454,HPO,HP:0011002
C0029455,HPO,HP:0010739
C0029456,HPO,HP:0000939
C0029463,HPO,HP:0002669
C0029464,HPO,HP:0011001
C0029878,HPO,HP:0410017
C0029882,HPO,HP:0000388
C0029883,HPO,HP:0031353
C0029883,HPO,HP:0040262
C0029899,HPO,HP:0000362
C0029927,HPO,HP:0000138
C0029928,HPO,HP:0000137
C0029957,GO,GO:0018991
C0029965,GO,GO:0030728
C0029976,GO,GO:0007566
C0030012,GO,GO:0055114
C0030013,GO,GO:0006119
C0030044,HPO,HP:0000262
C0030044,HPO,HP:0000263
C0030193,HPO,HP:0012531
C0030196,HPO,HP:0009763
C0030214,HPO,HP:0010530
C0030215,HPO,HP:0031366
C0030232,HPO,HP:0000980
C0030246,HPO,HP:0100847
C0030252,HPO,HP:0001962
C0030283,HPO,HP:0001737
C0030286,HPO,HP:0001732
C0030290,HPO,HP:0100844
C0030293,HPO,HP:0001738
C0030297,HPO,HP:0002894
C0030299,HPO,HP:0005206
C0030305,HPO,HP:0001733
C0030312,HPO,HP:0001876
C0030326,HPO,HP:0012490
C0030343,HPO,HP:0012121
C0030353,HPO,HP:0001085
C0030354,HPO,HP:0012740
C0030421,HPO,HP:0002668
C0030436,HPO,HP:0001036
C0030446,HPO,HP:0002590
C0030469,HPO,HP:0000246
C0030470,HPO,HP:0030072
C0030483,HPO,HP:0100588
C0030486,HPO,HP:0010550
C0030489,HPO,HP:0031047
C0030508,HPO,HP:0025234
C0030517,HPO,HP:0000828
C0030521,HPO,HP:0100733
C0030554,HPO,HP:0003401
C0030578,HPO,HP:0001818
C0030583,HPO,HP:0011850
C0030587,HPO,HP:0006671
C0030590,HPO,HP:0004763
C0030591,HPO,HP:0004751
C0030591,HPO,HP:0005141
C0030596,GO,GO:0019954
C0030653,GO,GO:0042712
C0030779,HPO,HP:0011447
C0030847,GO,GO:0043084
C0030849,HPO,HP:0100850
C0030892,GO,GO:0006098
C0030920,HPO,HP:0004398
C0031019,HPO,HP:0009789
C0031029,HPO,HP:0000700
C0031039,HPO,HP:0001698
C0031046,HPO,HP:0001701
C0031048,HPO,HP:0002563
C0031065,HPO,HP:0012784
C0031090,HPO,HP:0000704
C0031099,HPO,HP:0000704
C0031111,HPO,HP:0040165
C0031117,HPO,HP:0009830
C0031118,HPO,HP:0100007
C0031133,GO,GO:0030432
C0031154,HPO,HP:0002586
C0031190,HPO,HP:0011726
C0031192,HPO,HP:0010445
C0031212,HPO,HP:0012075
C0031256,HPO,HP:0000967
C0031308,GO,GO:0006909
C0031309,GO,GO:0032010
C0031310,GO,GO:0045335
C0031347,HPO,HP:0030073
C0031347,HPO,HP:0100638
C0031350,HPO,HP:0025439
C0031511,HPO,HP:0002666
C0031575,HPO,HP:0009829
C0031715,GO,GO:0016310
C0031736,HPO,HP:0032379
C0031751,GO,GO:0019684
C0031755,GO,GO:0009777
C0031764,GO,GO:0015979
C0031845,GO,GO:0008150
C0031873,HPO,HP:0011856
C0031900,HPO,HP:0000201
C0031911,GO,GO:0043473
C0031921,GO,GO:0009289
C0031924,GO,GO:0097195
C0031925,HPO,HP:0010769
C0031941,HPO,HP:0010799
C0031941,HPO,HP:0030693
C0031941,HPO,HP:0030694
C0031945,GO,GO:0006907
C0032000,HPO,HP:0002893
C0032002,HPO,HP:0011747
C0032002,HPO,HP:0012503
C0032008,HPO,HP:0010625
C0032019,HPO,HP:0040277
C0032058,GO,GO:0001890
C0032131,HPO,HP:0006775
C0032131,HPO,HP:0011857
C0032173,GO,GO:0030168
C0032176,GO,GO:0070527
C0032209,HPO,HP:0002691
C0032227,HPO,HP:0002202
C0032230,HPO,HP:0032000
C0032231,HPO,HP:0002102
C0032285,HPO,HP:0002090
C0032290,HPO,HP:0011951
C0032326,HPO,HP:0002107
C0032460,HPO,HP:0000147
C0032461,HPO,HP:0001901
C0032519,HPO,HP:0400007
C0032541,HPO,HP:0031003
C0032549,GO,GO:0003910
C0032549,GO,GO:0003911
C0032592,GO,GO:0005844
C0032617,HPO,HP:0000103
C0032650,HPO,HP:0032072
C0032797,HPO,HP:0011891
C0032914,HPO,HP:0100602
C0032942,GO,GO:0002120
C0032961,GO,GO:0007565
C0032987,HPO,HP:0031456
C0033036,HPO,HP:0006699
C0033038,HPO,HP:0012876
C0033074,HPO,HP:0040113
C0033103,HPO,HP:0200028
C0033117,HPO,HP:0200023
C0033274,GO,GO:0060208
C0033375,HPO,HP:0006767
C0033375,HPO,HP:0040278
C0033461,GO,GO:0032359
C0033462,GO,GO:0098689
C0033464,GO,GO:0051324
C0033499,GO,GO:0019230
C0033578,HPO,HP:0100787
C0033581,HPO,HP:0000024
C0033618,GO,GO:0005515
C0033627,GO,GO:0030164
C0033666,GO,GO:0016485
C0033666,GO,GO:0043687
C0033680,HPO,HP:0002243
C0033687,HPO,HP:0000093
C0033731,GO,GO:0005622
C0033731,GO,GO:0044464
C0033770,HPO,HP:0004392
C0033774,HPO,HP:0000989
C0033778,HPO,HP:0032004
C0033785,HPO,HP:0005864
C0033790,HPO,HP:0007024
C0033805,HPO,HP:0008242
C0033806,HPO,HP:0000852
C0033827,GO,GO:0031143
C0033860,HPO,HP:0003765
C0033893,HPO,HP:0012228
C0033948,HPO,HP:0030015
C0033975,HPO,HP:0000709
C0033999,HPO,HP:0001059
C0034011,GO,GO:0003006
C0034012,HPO,HP:0000823
C0034013,HPO,HP:0000826
C0034050,HPO,HP:0006517
C0034063,HPO,HP:0100598
C0034065,HPO,HP:0002204
C0034067,HPO,HP:0002097
C0034068,HPO,HP:0032071
C0034069,HPO,HP:0002206
C0034072,HPO,HP:0001648
C0034088,HPO,HP:0010444
C0034089,HPO,HP:0001642
C0034091,HPO,HP:0006518
C0034150,HPO,HP:0000979
C0034186,HPO,HP:0012330
C0034194,HPO,HP:0002021
C0034212,HPO,HP:0000999
C0034359,HPO,HP:0012085
C0034372,HPO,HP:0002445
C0034543,HPO,HP:0000700
C0034628,HPO,HP:0003978
C0034642,HPO,HP:0030830
C0034667,GO,GO:0033268
C0034734,HPO,HP:0030880
C0034735,HPO,HP:0030880
C0034850,GO,GO:0005768
C0034865,GO,GO:0006310
C0034880,HPO,HP:0010780
C0034884,HPO,HP:0100590
C0034885,HPO,HP:0100743
C0034887,HPO,HP:0100896
C0034888,HPO,HP:0002035
C0034895,HPO,HP:0000143
C0034902,HPO,HP:0012410
C0034933,HPO,HP:0031826
C0034935,HPO,HP:0003487
C0034963,GO,GO:0031099
C0035067,HPO,HP:0001920
C0035078,HPO,HP:0000083
C0035150,GO,GO:0000003
C0035152,GO,GO:0019954
C0035154,GO,GO:0019098
C0035229,HPO,HP:0002093
C0035232,HPO,HP:0002203
C0035243,HPO,HP:0011947
C0035244,HPO,HP:0100606
C0035258,HPO,HP:0012452
C0035300,HPO,HP:0000479
C0035302,HPO,HP:0025326
C0035304,HPO,HP:0000546
C0035305,HPO,HP:0000541
C0035309,HPO,HP:0000479
C0035309,HPO,HP:0000488
C0035313,HPO,HP:0007973
C0035317,HPO,HP:0000573
C0035320,HPO,HP:0030666
C0035321,HPO,HP:0011958
C0035328,HPO,HP:0012636
C0035333,HPO,HP:0032118
C0035334,HPO,HP:0000510
C0035334,HPO,HP:0000547
C0035335,HPO,HP:0009919
C0035344,HPO,HP:0500049
C0035353,HPO,HP:0000278
C0035357,HPO,HP:0005200
C0035380,GO,GO:0001171
C0035410,HPO,HP:0003201
C0035411,HPO,HP:0009730
C0035412,HPO,HP:0002859
C0035455,HPO,HP:0012384
C0035508,HPO,HP:0030831
C0035528,HPO,HP:0100504
C0035553,GO,GO:0005840
C0035579,HPO,HP:0002748
C0035615,HPO,HP:0012020
C0035619,HPO,HP:0001705
C0035651,HPO,HP:0031472
C0035684,GO,GO:0006396
C0035687,GO,GO:0008380
C0035854,HPO,HP:0001041
C0035863,HPO,HP:0031925
C0036093,HPO,HP:0010286
C0036095,HPO,HP:0100684
C0036104,GO,GO:0046541
C0036208,GO,GO:0042383
C0036220,HPO,HP:0100726
C0036225,GO,GO:0030017
C0036226,GO,GO:0016529
C0036310,HPO,HP:0010891
C0036341,HPO,HP:0100753
C0036396,HPO,HP:0011868
C0036400,HPO,HP:0011626
C0036416,HPO,HP:0100532
C0036439,HPO,HP:0002650
C0036454,HPO,HP:0000575
C0036489,HPO,HP:0001982
C0036508,HPO,HP:0001051
C0036572,HPO,HP:0001250
C0036601,HPO,HP:0000742
C0036631,HPO,HP:0100617
C0036646,HPO,HP:0011141
C0036651,HPO,HP:0001003
C0036658,GO,GO:0007600
C0036690,HPO,HP:0100806
C0036749,HPO,HP:0045073
C0036857,HPO,HP:0010864
C0036867,GO,GO:0001739
C0036867,GO,GO:0001740
C0036869,GO,GO:0000803
C0036874,GO,GO:0007548
C0036973,HPO,HP:0025144
C0036974,HPO,HP:0031273
C0036980,HPO,HP:0030149
C0037005,HPO,HP:0003834
C0037011,HPO,HP:0030834
C0037020,HPO,HP:0100962
C0037023,HPO,HP:0031281
C0037036,HPO,HP:0002307
C0037036,HPO,HP:0003781
C0037052,HPO,HP:0011704
C0037083,GO,GO:0007165
C0037188,HPO,HP:0012723
C0037199,HPO,HP:0000246
C0037205,HPO,HP:0010497
C0037221,HPO,HP:0001696
C0037221,HPO,HP:0003363
C0037268,HPO,HP:0000951
C0037274,HPO,HP:0000951
C0037278,HPO,HP:0100658
C0037286,HPO,HP:0008069
C0037287,HPO,HP:0200036
C0037293,HPO,HP:0010609
C0037299,HPO,HP:0200042
C0037301,HPO,HP:0100678
C0037313,GO,GO:0030431
C0037315,HPO,HP:0010535
C0037317,HPO,HP:0002360
C0037320,HPO,HP:0030765
C0037361,GO,GO:0007608
C0037383,HPO,HP:0025095
C0037384,HPO,HP:0025267
C0037397,GO,GO:0035176
C0037579,HPO,HP:0031459
C0037672,HPO,HP:0025236
C0037703,GO,GO:0009432
C0037763,HPO,HP:0003394
C0037763,HPO,HP:0031988
C0037769,HPO,HP:0011097
C0037771,HPO,HP:0002313
C0037772,HPO,HP:0001258
C0037822,HPO,HP:0002167
C0037841,GO,GO:0048240
C0037844,GO,GO:0061827
C0037848,GO,GO:0030317
C0037848,GO,GO:0097722
C0037851,GO,GO:0036126
C0037851,GO,GO:0097729
C0037856,HPO,HP:0100813
C0037859,HPO,HP:0030424
C0037864,GO,GO:0007283
C0037921,HPO,HP:0010871
C0037926,HPO,HP:0002176
C0037928,HPO,HP:0002143
C0037928,HPO,HP:0002196
C0037930,HPO,HP:0010302
C0038000,HPO,HP:0012223
C0038002,HPO,HP:0001744
C0038015,HPO,HP:0002655
C0038016,HPO,HP:0003302
C0038018,HPO,HP:0003304
C0038186,GO,GO:0001964
C0038218,HPO,HP:0012653
C0038220,HPO,HP:0002133
C0038238,HPO,HP:0002570
C0038271,HPO,HP:0000733
C0038273,HPO,HP:0000733
C0038355,HPO,HP:0100808
C0038356,HPO,HP:0006753
C0038358,HPO,HP:0002592
C0038362,HPO,HP:0010280
C0038363,HPO,HP:0011107
C0038363,HPO,HP:0032154
C0038379,HPO,HP:0000486
C0038379,HPO,HP:0032012
C0038449,HPO,HP:0100545
C0038450,HPO,HP:0010307
C0038454,HPO,HP:0001297
C0038506,HPO,HP:0025268
C0038525,HPO,HP:0002138
C0038534,HPO,HP:0011896
C0038605,HPO,HP:0008392
C0038833,HPO,HP:0031041
C0038874,HPO,HP:0030693
C0038986,HPO,HP:0000971
C0038990,HPO,HP:0000975
C0038994,HPO,HP:0025277
C0039003,GO,GO:0036268
C0039029,GO,GO:0044403
C0039062,GO,GO:0045202
C0039063,GO,GO:0097060
C0039065,GO,GO:0008021
C0039066,GO,GO:0000795
C0039067,GO,GO:0019717
C0039070,HPO,HP:0001279
C0039075,HPO,HP:0001159
C0039101,HPO,HP:0012570
C0039103,HPO,HP:0100769
C0039144,HPO,HP:0003396
C0039231,HPO,HP:0001649
C0039234,HPO,HP:0011700
C0039235,HPO,HP:0011716
C0039236,HPO,HP:0006688
C0039239,HPO,HP:0011703
C0039240,HPO,HP:0004755
C0039273,HPO,HP:0001761
C0039336,GO,GO:0007607
C0039336,GO,GO:0050909
C0039336,GO,GO:0050912
C0039446,HPO,HP:0001009
C0039465,GO,GO:0051326
C0039478,GO,GO:0050955
C0039503,HPO,HP:0025230
C0039538,HPO,HP:0009792
C0039590,HPO,HP:0010788
C0039621,HPO,HP:0001281
C0039685,HPO,HP:0001636
C0039841,HPO,HP:0100503
C0039870,HPO,HP:0001533
C0039977,HPO,HP:0025422
C0040015,HPO,HP:0001872
C0040015,HPO,HP:0001975
C0040034,HPO,HP:0001873
C0040038,HPO,HP:0001907
C0040046,HPO,HP:0004418
C0040100,HPO,HP:0100522
C0040115,HPO,HP:0010516
C0040124,HPO,HP:0010518
C0040127,HPO,HP:0011782
C0040128,HPO,HP:0000820
C0040136,HPO,HP:0100031
C0040137,HPO,HP:0025388
C0040147,HPO,HP:0100646
C0040261,HPO,HP:0012203
C0040264,HPO,HP:0000360
C0040411,HPO,HP:0100648
C0040412,HPO,HP:0000221
C0040416,HPO,HP:0012074
C0040425,HPO,HP:0011110
C0040427,HPO,HP:0006482
C0040432,GO,GO:0034505
C0040433,HPO,HP:0000678
C0040456,HPO,HP:0011079
C0040457,HPO,HP:0011067
C0040457,HPO,HP:0011069
C0040458,HPO,HP:0000706
C0040479,HPO,HP:0001664
C0040485,HPO,HP:0000473
C0040580,HPO,HP:0002778
C0040582,HPO,HP:0012291
C0040582,HPO,HP:0100551
C0040583,HPO,HP:0002777
C0040588,HPO,HP:0002575
C0040624,GO,GO:2000144
C0040649,GO,GO:0006351
C0040761,HPO,HP:0001669
C0040822,HPO,HP:0001337
C0040953,HPO,HP:0012167
C0040961,HPO,HP:0005180
C0040962,HPO,HP:0001704
C0040963,HPO,HP:0010446
C0040997,HPO,HP:0100661
C0041105,HPO,HP:0000211
C0041182,HPO,HP:0031502
C0041206,HPO,HP:0001660
C0041327,HPO,HP:0032262
C0041349,HPO,HP:0001969
C0041349,HPO,HP:0001970
C0041601,HPO,HP:0003987
C0041657,HPO,HP:0007185
C0041667,HPO,HP:0004325
C0041755,HPO,HP:0020172
C0041834,HPO,HP:0010783
C0041915,HPO,HP:0012618
C0041955,HPO,HP:0100516
C0041956,HPO,HP:0006000
C0041960,HPO,HP:0000070
C0041970,HPO,HP:0010480
C0041971,HPO,HP:0100517
C0041972,HPO,HP:0000796
C0041974,HPO,HP:0008661
C0041976,HPO,HP:0500006
C0042023,HPO,HP:0100515
C0042024,HPO,HP:0000020
C0042025,HPO,HP:0010992
C0042034,GO,GO:0060073
C0042063,HPO,HP:0000119
C0042065,HPO,HP:0007379
C0042076,HPO,HP:0010786
C0042109,HPO,HP:0001025
C0042130,GO,GO:0070471
C0042133,HPO,HP:0000131
C0042138,HPO,HP:0010784
C0042140,HPO,HP:0000139
C0042143,HPO,HP:0100718
C0042164,HPO,HP:0000554
C0042166,HPO,HP:0012124
C0042167,HPO,HP:0012123
C0042219,GO,GO:0005773
C0042225,HPO,HP:0011412
C0042253,HPO,HP:0004320
C0042256,HPO,HP:0030161
C0042258,HPO,HP:0100650
C0042267,HPO,HP:0030683
C0042341,HPO,HP:0012871
C0042345,HPO,HP:0002619
C0042384,HPO,HP:0002633
C0042396,GO,GO:0042310
C0042401,GO,GO:0042311
C0042420,HPO,HP:0012668
C0042454,HPO,HP:0000220
C0042485,HPO,HP:0005293
C0042487,HPO,HP:0004936
C0042510,HPO,HP:0001663
C0042514,HPO,HP:0004756
C0042548,HPO,HP:0033005
C0042571,HPO,HP:0002321
C0042580,HPO,HP:0000076
C0042582,HPO,HP:0001586
C0042721,HPO,HP:0006562
C0042749,HPO,HP:0020071
C0042760,GO,GO:0019012
C0042765,GO,GO:0009405
C0042765,GO,GO:0009406
C0042765,GO,GO:0016032
C0042767,GO,GO:0019046
C0042769,GO,GO:0016032
C0042774,GO,GO:0008166
C0042774,GO,GO:0019058
C0042774,GO,GO:0019079
C0042782,HPO,HP:0003271
C0042789,GO,GO:0007601
C0042798,HPO,HP:0000505
C0042842,HPO,HP:0004905
C0042847,HPO,HP:0100502
C0042870,HPO,HP:0100512
C0042875,HPO,HP:0100513
C0042894,GO,GO:0035805
C0042895,GO,GO:0007296
C0042900,HPO,HP:0001045
C0042909,HPO,HP:0007902
